Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
AUSL,609955,Walter Q Gresham Elementary School,345,1,0.29%,44,12.75%,311,90.14%
Network 8,609855,Walter S Christopher Elementary School,379,190,50.13%,219,57.78%,346,91.29%
Network 1,610179,Washington D Smyser Elementary School,"1,007",202,20.06%,87,8.64%,766,76.07%
Network 6,610121,Washington Irving Elementary School,518,45,8.69%,83,16.02%,457,88.22%
Network 6,609740,Wells Community Academy High School,461,55,11.93%,117,25.38%,440,95.44%
Network 11,610032,Wendell E Green Elementary School,365,,,50,13.70%,328,89.86%
AUSL,609727,Wendell Phillips Academy High School,643,5,0.78%,123,19.13%,597,92.85%
Network 13,609978,Wendell Smith Elementary School,362,,,47,12.98%,311,85.91%
Network 5,610100,West Park Elementary Academy,628,214,34.08%,64,10.19%,554,88.22%
Network 2,610542,West Ridge Elementary School,772,344,44.56%,78,10.10%,620,80.31%
ISP,609755,Whitney M Young Magnet High School,"2,157",32,1.48%,147,6.82%,932,43.21%
Network 1,610230,Wildwood IB World Magnet School,475,39,8.21%,59,12.42%,106,22.32%
Network 5,610251,Willa Cather Elementary School,367,2,0.54%,69,18.80%,331,90.19%
Network 6,610101,William B Ogden Elementary School,865,116,13.41%,72,8.32%,185,21.39%
Network 10,610109,William Bishop Owen Scholastic Academy ES,260,3,1.15%,24,9.23%,161,61.92%
Network 9,610143,William C Reavis Math & Science Specialty ES,277,1,0.36%,42,15.16%,266,96.03%
Network 2,609945,William C. Goudy Technology Academy,746,281,37.67%,96,12.87%,636,85.25%
Network 13,610364,William E B Dubois Elementary School,209,3,1.44%,29,13.88%,173,82.78%
Network 1,609884,William E Dever Elementary School,823,214,26.00%,106,12.88%,499,60.63%
Network 7,609967,William F Finkl Elementary School,457,179,39.17%,96,21.01%,449,98.25%
Network 1,609994,William G Hibbard Elementary School,"1,099",494,44.95%,143,13.01%,"1,006",91.54%
Network 6,609812,William H Brown Elementary School,271,,,70,25.83%,235,86.72%
Network 4,610136,William H Prescott Elementary School,368,53,14.40%,44,11.96%,171,46.47%
Network 9,610142,William H Ray Elementary School,733,96,13.10%,81,11.05%,386,52.66%
Network 11,610153,William H Ryder Math & Science Specialty ES,402,3,0.75%,96,23.88%,342,85.07%
Network 8,610167,William H Seward Communication Arts Academy ES,796,334,41.96%,77,9.67%,726,91.21%
Network 1,609734,William Howard Taft High School,"3,212",233,7.25%,384,11.96%,"1,873",58.31%
OS4,609698,William J Bogan High School,856,82,9.58%,199,23.25%,771,90.07%
Network 1,610104,William J Onahan Elementary School,640,68,10.63%,76,11.88%,244,38.13%
ISP,609678,William Jones College Preparatory High School,"1,670",24,1.44%,132,7.90%,729,43.65%
Network 12,610193,William K New Sullivan Elementary School,494,56,11.34%,101,20.45%,478,96.76%
Network 1,609949,William P Gray Elementary School,"1,262",342,27.10%,166,13.15%,"1,080",85.58%
Network 4,610097,William P Nixon Elementary School,962,489,50.83%,98,10.19%,929,96.57%
Network 5,610123,William Penn Elementary School,379,24,6.33%,100,26.39%,336,88.65%
Network 11,609711,William Rainey Harper High School,253,2,0.79%,65,25.69%,248,98.02%
AUSL,610172,William T Sherman Elementary School,321,1,0.31%,25,7.79%,290,90.34%
AUSL,609844,William W Carter Elementary School,426,,,42,9.86%,416,97.65%
Network 6,610308,Wilma Rudolph Elementary Learning Center,101,36,35.64%,89,88.12%,81,80.20%
Options,610574,Winnie Mandela HS,91,1,1.10%,5,5.49%,86,94.51%
Network 4,610088,Wolfgang A Mozart Elementary School,781,340,43.53%,95,12.16%,705,90.27%
Network 9,609977,Woodlawn Community Elementary School,211,1,0.47%,19,9.00%,176,83.41%
Network 7,610392,World Language Academy High School,329,53,16.11%,47,14.29%,313,95.14%
Options,400123,YCCS- Academy of Scholastic Achievement HS,221,,,28,12.67%,207,93.67%
Options,400133,YCCS- Innovations HS of Arts Integration,400,4,1.00%,71,17.75%,352,88.00%
Options,400124,YCCS-Ada S. McKinley-Lakeside HS,187,,,40,21.39%,181,96.79%
Options,400125,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",195,33,16.92%,41,21.03%,181,92.82%
Options,400126,"YCCS-Association House, El Cuarto Ano HS",152,13,8.55%,38,25.00%,147,96.71%
Options,400127,YCCS-Austin Career Education Center HS,144,1,0.69%,22,15.28%,123,85.42%
Options,400128,YCCS-CCA Academy HS,200,,,51,25.50%,183,91.50%
Options,400129,YCCS-Charles Hamilton Houston Alternative HS,151,,,17,11.26%,134,88.74%
Options,400150,YCCS-Chatham AcademyHS,201,,,32,15.92%,180,89.55%
Options,400130,YCCS-Community Youth Development Institute HS,161,1,0.62%,42,26.09%,154,95.65%
Options,400131,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,184,18,9.78%,40,21.74%,171,92.93%
Options,400134,YCCS-Jane Addams Alternative HS,210,13,6.19%,47,22.38%,189,90.00%
Options,400135,YCCS-Latino Youth Alternative HS,215,35,16.28%,53,24.65%,201,93.49%
Options,400136,YCCS-Olive Harvey Middle College HS,158,1,0.63%,18,11.39%,135,85.44%
Options,400139,YCCS-Sullivan House Alternative HS,333,2,0.60%,72,21.62%,317,95.20%
Options,400141,YCCS-Truman Middle College HS,210,7,3.33%,27,12.86%,177,84.29%
Options,400143,YCCS-West Town Acad Alternative HS,175,2,1.14%,35,20.00%,149,85.14%
Options,400144,YCCS-Westside Holistic Leadership Acad HS,112,,,24,21.43%,104,92.86%
Options,400145,YCCS-Youth Connection Leadership Acad HS,260,,,56,21.54%,251,96.54%
Charter,400087,Young Women's Leadership Charter School,347,,,80,23.05%,314,90.49%
,,,,,,,,,
District Totals,,,"392,285","67,326",17.16%,"52,231",13.31%,"316,731",80.74%
,,,,,,,,,
"Note: ""Economically Disadvantaged Students"" come from families whose income is within 185 percent of the federal poverty line. The District formerly referred to these students as ""Free or Reduced Lunch Eligible Students,"" and adopted the new term after the federal government, under the Community Eligibility Provision, funded breakfasts and lunches for all students if more than 40 percent of students qualify. ",,,,,,,,,
