Network,School ID,School Name,Total,Bilingual N,Bilingual %,SpED N,SpED %,Economically Disadvantaged N,Economically Disadvantaged %
Charter,400030,CICS - WEST BELDEN,  548 ,  252 ,46.0%,  58 ,10.6%,  358 ,65.3%
Charter,400031,CICS - WRIGHTWOOD,  726 ,  7 ,1.0%,  74 ,10.2%,  407 ,56.1%
Charter,400094,EPIC HS,  520 ,  83 ,16.0%,  132 ,25.4%,  367 ,70.6%
Charter,400039,ERIE,  400 ,  183 ,45.8%,  73 ,18.3%,  293 ,73.3%
Charter,400009,GLOBAL CITIZENSHIP,  469 ,  166 ,35.4%,  67 ,14.3%,  194 ,41.4%
Charter,400168,GREAT LAKES,  469 ,  33 ,7.0%,  48 ,10.2%,  360 ,76.8%
Charter,400167,HORIZON - SOUTHWEST,  756 ,  204 ,27.0%,  75 ,9.9%,  623 ,82.4%
Charter,400104,INSTITUTO - HEALTH,  599 ,  218 ,36.4%,  124 ,20.7%,  413 ,69.0%
Charter,400162,INTRINSIC HS,"  1,014 ",  220 ,21.7%,  196 ,19.3%,  568 ,56.0%
Charter,400146,KIPP - ACADEMY,  564 ,,,  75 ,13.3%,  400 ,70.9%
Charter,400044,KIPP - ASCEND,  931 ,  5 ,0.5%,  109 ,11.7%,  704 ,75.6%
Charter,400163,KIPP - BLOOM,  682 ,  13 ,1.9%,  88 ,12.9%,  621 ,91.1%
Charter,400180,KIPP - ONE,  973 ,  131 ,13.5%,  100 ,10.3%,  715 ,73.5%
Charter,400151,LEARN - 7,  168 ,,,  20 ,11.9%,  130 ,77.4%
Charter,400046,LEARN - BUTLER,  526 ,  1 ,0.2%,  47 ,8.9%,  376 ,71.5%
Charter,400047,LEARN - CAMPBELL,  415 ,  4 ,1.0%,  44 ,10.6%,  330 ,79.5%
Charter,400048,LEARN - EXCEL,  427 ,  5 ,1.2%,  45 ,10.5%,  277 ,64.9%
Charter,400165,LEARN - MIDDLE,  319 ,  3 ,0.9%,  49 ,15.4%,  273 ,85.6%
Charter,400111,LEARN - PERKINS,  486 ,,,  39 ,8.0%,  357 ,73.5%
Charter,400107,LEARN - SOUTH CHICAGO,  438 ,  38 ,8.7%,  44 ,10.1%,  320 ,73.1%
Charter,400049,LEGACY,  453 ,  3 ,0.7%,  65 ,14.4%,  361 ,79.7%
Charter,400119,LEGAL PREP HS,  241 ,,,  45 ,18.7%,  184 ,76.4%
Charter,400011,LOCKE A,  443 ,,,  60 ,13.5%,  255 ,57.6%
Charter,400116,MONTESSORI ENGLEWOOD,  312 ,  20 ,6.4%,  54 ,17.3%,  220 ,70.5%
Charter,400178,MOVING EVEREST,  639 ,  12 ,1.9%,  54 ,8.5%,  559 ,87.5%
Charter,400050,NAMASTE,  463 ,  237 ,51.2%,  85 ,18.4%,  253 ,54.6%
Charter,400058,NLCP - CHRISTIANA HS,  329 ,  2 ,0.6%,  63 ,19.2%,  259 ,78.7%
Charter,400059,NLCP - COLLINS HS,  448 ,  1 ,0.2%,  71 ,15.9%,  380 ,84.8%
Charter,400170,NOBLE - ACADEMY HS,  533 ,  74 ,13.9%,  75 ,14.1%,  283 ,53.1%
Charter,400157,NOBLE - BAKER HS,  245 ,  32 ,13.1%,  61 ,24.9%,  202 ,82.5%
Charter,400097,NOBLE - BULLS HS,"  1,194 ",  144 ,12.1%,  221 ,18.5%,  986 ,82.6%
Charter,400156,NOBLE - BUTLER HS,  637 ,  13 ,2.0%,  136 ,21.4%,  413 ,64.8%
Charter,400052,NOBLE - COMER,"  1,186 ",  11 ,0.9%,  201 ,17.0%,  841 ,70.9%
Charter,400118,NOBLE - DRW HS,  299 ,  4 ,1.3%,  91 ,30.4%,  203 ,67.9%
Charter,400053,NOBLE - GOLDER HS,  663 ,  105 ,15.8%,  123 ,18.6%,  446 ,67.3%
Charter,400117,NOBLE - HANSBERRY HS,  499 ,  8 ,1.6%,  109 ,21.8%,  311 ,62.3%
Charter,400169,NOBLE - ITW SPEER HS,"  1,133 ",  215 ,19.0%,  205 ,18.1%,  657 ,58.0%
Charter,400106,NOBLE - JOHNSON HS,  523 ,  4 ,0.8%,  128 ,24.5%,  384 ,73.4%
Charter,400179,NOBLE - MANSUETO HS,"  1,124 ",  304 ,27.1%,  199 ,17.7%,  848 ,75.4%
Charter,400098,NOBLE - MUCHIN HS,  982 ,  112 ,11.4%,  115 ,11.7%,  608 ,61.9%
Charter,400051,NOBLE - NOBLE HS,  692 ,  120 ,17.3%,  119 ,17.2%,  371 ,53.6%
Charter,400054,NOBLE - PRITZKER HS,  981 ,  201 ,20.5%,  129 ,13.2%,  781 ,79.6%
Charter,400055,NOBLE - RAUNER HS,  662 ,  90 ,13.6%,  100 ,15.1%,  348 ,52.6%
Charter,400056,NOBLE - ROWE CLARK HS,  398 ,  19 ,4.8%,  97 ,24.4%,  306 ,76.9%
Charter,400057,NOBLE - UIC HS,"  1,004 ",  110 ,11.0%,  155 ,15.4%,  675 ,67.2%
Charter,400064,PERSPECTIVES - JOSLIN HS,  366 ,  3 ,0.8%,  76 ,20.8%,  217 ,59.3%
Charter,400061,PERSPECTIVES - LEADERSHIP HS,  537 ,  1 ,0.2%,  92 ,17.1%,  307 ,57.2%
Charter,400066,PERSPECTIVES - MATH & SCI HS,  423 ,  9 ,2.1%,  87 ,20.6%,  273 ,64.5%
Charter,400062,PERSPECTIVES - TECH HS,  337 ,  2 ,0.6%,  70 ,20.8%,  221 ,65.6%
Charter,400069,POLARIS,  404 ,  7 ,1.7%,  67 ,16.6%,  285 ,70.5%
Charter,400071,PROVIDENCE ENGLEWOOD,  460 ,,,  47 ,10.2%,  387 ,84.1%
Charter,400096,ROWE,  985 ,  221 ,22.4%,  118 ,12.0%,  560 ,56.9%
Charter,400075,U OF C - DONOGHUE,  489 ,  17 ,3.5%,  41 ,8.4%,  277 ,56.7%
Charter,400076,U OF C - NKO,  329 ,  2 ,0.6%,  16 ,4.9%,  151 ,45.9%
Charter,400077,U OF C - WOODLAWN HS,  648 ,  6 ,0.9%,  95 ,14.7%,  344 ,53.1%
Charter,400105,URBAN PREP - BRONZEVILLE HS,  337 ,  1 ,0.3%,  94 ,27.9%,  245 ,72.7%
Charter,400086,URBAN PREP - ENGLEWOOD HS,  216 ,,,  57 ,26.4%,  164 ,75.9%
Contract,400022,CHIARTS HS,  614 ,  8 ,1.3%,  40 ,6.5%,  194 ,31.6%
Contract,400091,CHICAGO TECH HS,  380 ,  12 ,3.2%,  95 ,25.0%,  333 ,87.6%
Contract,400043,HOPE LEARNING ACADEMY,  255 ,  13 ,5.1%,  90 ,35.3%,  193 ,75.7%
Contract,400068,PLATO,  206 ,,,  17 ,8.3%,  145 ,70.4%
Options,610565,CAMELOT - EXCEL ENGLEWOOD HS,  275 ,  3 ,1.1%,  49 ,17.8%,  196 ,71.3%
Options,400147,CAMELOT - EXCEL HS,  306 ,  1 ,0.3%,  60 ,19.6%,  182 ,59.5%
Options,400175,CAMELOT - EXCEL SOUTHSHORE HS,  231 ,  6 ,2.6%,  40 ,17.3%,  137 ,59.3%
Options,400176,CAMELOT - EXCEL SOUTHWEST HS,  130 ,  13 ,10.0%,  28 ,21.5%,  74 ,56.9%
Options,610572,CAMELOT - SAFE ES,  3 ,,,  1 ,33.3%,  3 ,100.0%
Options,610573,CAMELOT - SAFE HS,  9 ,  2 ,22.2%,  3 ,33.3%,  7 ,77.8%
Options,400164,INSTITUTO - JUSTICE HS,  98 ,  35 ,35.7%,  20 ,20.4%,  62 ,63.3%
Options,400137,LITTLE BLACK PEARL HS,  120 ,,,  29 ,24.2%,  81 ,67.5%
Options,610569,OMBUDSMAN - NORTHWEST HS,  250 ,  53 ,21.2%,  58 ,23.2%,  202 ,80.8%
Options,610593,OMBUDSMAN - ROSELAND HS,  182 ,  2 ,1.1%,  33 ,18.1%,  167 ,91.8%
Options,610570,OMBUDSMAN - SOUTH HS,  434 ,  53 ,12.2%,  66 ,15.2%,  379 ,87.3%
Options,610571,OMBUDSMAN - WEST HS,  232 ,  9 ,3.9%,  41 ,17.7%,  211 ,91.0%
Options,610557,PATHWAYS - ASHBURN HS,  328 ,  45 ,13.7%,  44 ,13.4%,  177 ,54.0%
Options,610568,PATHWAYS - AVONDALE HS,  301 ,  49 ,16.3%,  64 ,21.3%,  138 ,45.9%
Options,400173,PATHWAYS - BRIGHTON PARK HS,  407 ,  76 ,18.7%,  49 ,12.0%,  209 ,51.4%
Options,610594,PATHWAYS - HUMBOLDT PARK HS,  149 ,  22 ,14.8%,  28 ,18.8%,  75 ,50.3%
Options,400134,YCCS - ADDAMS,  214 ,  21 ,9.8%,  27 ,12.6%,  99 ,46.3%
Options,400125,YCCS - ASPIRA PANTOJA,  173 ,  41 ,23.7%,  30 ,17.3%,  72 ,41.6%
Options,400126,YCCS - ASSOCIATION HOUSE,  135 ,  27 ,20.0%,  32 ,23.7%,  120 ,88.9%
Options,400127,YCCS - AUSTIN CAREER,  79 ,  1 ,1.3%,  14 ,17.7%,  33 ,41.8%
Options,400131,YCCS - CAMPOS,  170 ,  28 ,16.5%,  48 ,28.2%,  150 ,88.2%
Options,400128,YCCS - CCA ACADEMY,  123 ,,,  31 ,25.2%,  99 ,80.5%
Options,400150,YCCS - CHATHAM,  182 ,,,  32 ,17.6%,  134 ,73.6%
Options,400133,YCCS - INNOVATIONS,  361 ,  4 ,1.1%,  76 ,21.1%,  172 ,47.7%
Options,400135,YCCS - LATINO YOUTH,  196 ,  43 ,21.9%,  29 ,14.8%,  134 ,68.4%
Options,400124,YCCS - MCKINLEY,  130 ,  1 ,0.8%,  29 ,22.3%,  93 ,71.5%
Options,400136,YCCS - OLIVE HARVEY,  99 ,  2 ,2.0%,  18 ,18.2%,  59 ,59.6%
Options,400129,YCCS - PROGRESSIVE LEADERSHIP,  161 ,,,  43 ,26.7%,  95 ,59.0%
Options,400123,YCCS - SCHOLASTIC ACHIEVEMENT,  162 ,  1 ,0.6%,  23 ,14.2%,  94 ,58.0%
Options,400139,YCCS - SULLIVAN,  327 ,  6 ,1.8%,  48 ,14.7%,  327 ,100.0%
Options,400141,YCCS - TRUMAN,  189 ,  32 ,16.9%,  18 ,9.5%,  119 ,63.0%
Options,400144,YCCS - WEST,  118 ,  7 ,5.9%,  24 ,20.3%,  68 ,57.6%
Options,400143,YCCS - WEST TOWN,  137 ,  13 ,9.5%,  37 ,27.0%,  85 ,62.0%
Options,400145,YCCS - YOUTH CONNECTION,  126 ,  1 ,0.8%,  28 ,22.2%,  69 ,54.8%
Options,400130,YCCS - YOUTH DEVELOPMENT,  89 ,,,  27 ,30.3%,  58 ,65.2%
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
"Note: ""Economically Disadvantaged Students"" come from families whose income is within 185 percent of the federal poverty line. The District formerly referred to these students as ""Free or Reduced Lunch Eligible Students,"" and adopted the new term after the federal government, under the Community Eligibility Provision, funded breakfasts and lunches for all students if more than 40 percent of students qualify. ",,,,,,,,,
"Note: ""Bilingual"" refers to the state defintions of students who are English learners.",,,,,,,,,
